time , r , theta , vr , vtheta , ar  , atheta
136.49913,2.0,43.570198,0.0,0.3535115,-0.0,4.312396E-6
136.59914,2.0,43.60555,0.0,0.3535254,-0.0,4.1872263E-6
136.69914,2.0,43.640903,0.0,0.35352775,-0.0,2.7984381E-6
136.79915,2.0,43.676258,0.0,0.35352895,-0.0,2.5629997E-6
136.89915,2.0,43.71161,0.0,0.35352027,-0.0,2.4437904E-6
136.99916,2.0,43.74696,0.0,0.35350156,-0.0,3.311038E-6
137.09917,2.0,43.78231,0.0,0.3535139,-0.0,5.182624E-6
137.19917,2.0,43.81766,0.0,0.3535047,-0.0,3.9488077E-6
137.29918,2.0,43.853016,0.0,0.35352978,-0.0,4.8696998E-6
137.39919,2.0,43.888367,0.0,0.35351112,-0.0,2.360344E-6
137.49919,2.0,43.923717,0.0,0.35349894,-0.0,4.2259694E-6
137.5992,2.0,43.95907,0.0,0.3535022,-0.0,5.444884E-6
137.6992,2.0,43.99442,0.0,0.3534945,-0.0,5.1170587E-6
137.79921,2.0,44.02977,0.0,0.35350758,-0.0,5.888939E-6
137.89922,2.0,44.06512,0.0,0.35351974,-0.0,4.580617E-6
137.99922,2.0,44.10047,0.0,0.35350972,-0.0,3.3646822E-6
138.09923,2.0,44.135822,0.0,0.35350928,-0.0,4.3660402E-6
138.19923,2.0,44.171173,0.0,0.35350317,-0.0,4.4107437E-6
138.29924,2.0,44.206524,0.0,0.35350093,-0.0,5.0216913E-6
138.39925,2.0,44.241875,0.0,0.35351127,-0.0,5.2452087E-6
138.49925,2.0,44.277225,0.0,0.35351017,-0.0,4.2110682E-6
138.59926,2.0,44.31258,0.0,0.35353273,-0.0,4.3213367E-6
138.69926,2.0,44.347935,0.0,0.35352883,-0.0,2.065301E-6
138.79927,2.0,44.38329,0.0,0.3535321,-0.0,2.4557114E-6
138.89928,2.0,44.418644,0.0,0.35353112,-0.0,2.1278859E-6
138.99928,2.0,44.453995,0.0,0.3535215,-0.0,2.2262336E-6
139.09929,2.0,44.489346,0.0,0.35351253,-0.0,3.1888485E-6
139.1993,2.0,44.524696,0.0,0.35350615,-0.0,4.0858986E-6
139.2993,2.0,44.560047,0.0,0.3535032,-0.0,4.723668E-6
139.3993,2.0,44.595398,0.0,0.3534984,-0.0,5.0187114E-6
139.49931,2.0,44.63075,0.0,0.35350156,-0.0,5.4985285E-6
139.59932,2.0,44.6661,0.0,0.35350302,-0.0,5.182624E-6
139.69933,2.0,44.70145,0.0,0.35349715,-0.0,5.0365925E-6
139.79933,2.0,44.7368,0.0,0.35349676,-0.0,5.623698E-6
139.89934,2.0,44.772152,0.0,0.3535055,-0.0,5.6624413E-6
139.99934,2.0,44.807503,0.0,0.3535083,-0.0,4.789233E-6
140.09935,2.0,44.842854,0.0,0.35350227,-0.0,4.5090915E-6
140.19936,2.0,44.878204,0.0,0.3535026,-0.0,5.1110983E-6
140.29936,2.0,44.913555,0.0,0.35349986,-0.0,5.078316E-6
140.39937,2.0,44.948906,0.0,0.35351175,-0.0,5.3524973E-6
140.49937,2.0,44.984257,0.0,0.35351261,-0.0,4.1633843E-6
140.59938,2.0,45.019608,0.0,0.3535082,-0.0,4.076958E-6
140.69939,2.0,45.05496,0.0,0.35349056,-0.0,4.5180323E-6
140.7994,2.0,45.09031,0.0,0.35349542,-0.0,6.2823297E-6
140.8994,2.0,45.125656,0.0,0.35348168,-0.0,5.7965517E-6
140.9994,2.0,45.161007,0.0,0.353498,-0.0,7.170439E-6
141.09941,2.0,45.196358,0.0,0.35350803,-0.0,5.5372716E-6
141.19942,2.0,45.23171,0.0,0.35351148,-0.0,4.5359134E-6
141.29942,2.0,45.26706,0.0,0.35349923,-0.0,4.1902067E-6
141.39943,2.0,45.30241,0.0,0.3535076,-0.0,5.415082E-6
141.49944,2.0,45.33776,0.0,0.35351887,-0.0,4.577637E-6
141.59944,2.0,45.37311,0.0,0.35352018,-0.0,3.451109E-6
141.69945,2.0,45.408463,0.0,0.3535136,-0.0,3.3199788E-6
141.79945,2.0,45.443813,0.0,0.35351256,-0.0,3.97861E-6
141.89946,2.0,45.479164,0.0,0.35351428,-0.0,4.082918E-6
141.99947,2.0,45.51452,0.0,0.35353595,-0.0,3.9100646E-6
142.09947,2.0,45.54987,0.0,0.3535206,-0.0,1.7434359E-6
142.19948,2.0,45.58522,0.0,0.35350588,-0.0,3.2782555E-6
142.29948,2.0,45.62057,0.0,0.3535115,-0.0,4.7504905E-6
142.39949,2.0,45.655922,0.0,0.35350198,-0.0,4.1872263E-6
142.4995,2.0,45.691273,0.0,0.3535013,-0.0,5.1409006E-6
142.5995,2.0,45.726624,0.0,0.35351223,-0.0,5.209446E-6
142.69951,2.0,45.76198,0.0,0.35352984,-0.0,4.115701E-6
142.79951,2.0,45.797333,0.0,0.35353038,-0.0,2.3543835E-6
142.89952,2.0,45.832684,0.0,0.35352293,-0.0,2.3007394E-6
142.99953,2.0,45.86804,0.0,0.35353455,-0.0,3.0457975E-6
143.09953,2.0,45.903393,0.0,0.3535302,-0.0,1.8835068E-6
143.19954,2.0,45.938744,0.0,0.35351416,-0.0,2.3186208E-6
143.29955,2.0,45.974094,0.0,0.35350645,-0.0,3.921986E-6
143.39955,2.0,46.009445,0.0,0.3535073,-0.0,4.693866E-6
143.49956,2.0,46.044796,0.0,0.35350922,-0.0,4.607439E-6
143.59956,2.0,46.080147,0.0,0.35350028,-0.0,4.416704E-6
143.69957,2.0,46.115494,0.0,0.3534835,-0.0,5.3107738E-6
143.79958,2.0,46.150845,0.0,0.35349062,-0.0,6.9886446E-6
143.89958,2.0,46.18619,0.0,0.35347366,-0.0,6.2763693E-6
143.99959,2.0,46.22154,0.0,0.353467,-0.0,7.972121E-6
144.0996,2.0,46.256886,0.0,0.35346314,-0.0,8.639693E-6
144.1996,2.0,46.292233,0.0,0.35347322,-0.0,9.024144E-6
144.2996,2.0,46.32758,0.0,0.35348433,-0.0,8.016825E-6
144.39961,2.0,46.362926,0.0,0.35347566,-0.0,6.905198E-6
144.49962,2.0,46.398273,0.0,0.35346344,-0.0,7.772446E-6
144.59962,2.0,46.433617,0.0,0.3534437,-0.0,8.994341E-6
144.69963,2.0,46.468964,0.0,0.35345352,-0.0,1.0967255E-5
144.79964,2.0,46.504307,0.0,0.35344937,-0.0,9.986758E-6
144.89964,2.0,46.53965,0.0,0.35343727,-0.0,1.04010105E-5
144.99965,2.0,46.574993,0.0,0.35343647,-0.0,1.1610985E-5
145.09966,2.0,46.610336,0.0,0.3534411,-0.0,1.1691452E-5
145.19966,2.0,46.64568,0.0,0.35343218,-0.0,1.1229516E-5
145.29967,2.0,46.681023,0.0,0.35342586,-0.0,1.2120605E-5
145.39967,2.0,46.716366,0.0,0.3534178,-0.0,1.2752414E-5
145.49968,2.0,46.75171,0.0,0.35341597,-0.0,1.3557076E-5
145.59969,2.0,46.78705,0.0,0.35340136,-0.0,1.3741851E-5
145.69969,2.0,46.822388,0.0,0.3533974,-0.0,1.5202165E-5
145.7997,2.0,46.857727,0.0,0.35339206,-0.0,1.5598536E-5
145.8997,2.0,46.893066,0.0,0.35341042,-0.0,1.6131997E-5
145.99971,2.0,46.928406,0.0,0.3534005,-0.0,1.4296174E-5
146.09972,2.0,46.963745,0.0,0.35340214,-0.0,1.5288591E-5
146.19972,2.0,46.999084,0.0,0.35340455,-0.0,1.5124679E-5
146.29973,2.0,47.034424,0.0,0.3533919,-0.0,1.488328E-5
146.39973,2.0,47.069763,0.0,0.353405,-0.0,1.614988E-5
146.49974,2.0,47.105103,0.0,0.35340443,-0.0,1.4838576E-5
146.59975,2.0,47.14044,0.0,0.35339025,-0.0,1.4895201E-5
146.69975,2.0,47.17578,0.0,0.3533973,-0.0,1.6313792E-5
146.79976,2.0,47.21112,0.0,0.35339785,-0.0,1.5607477E-5
146.89977,2.0,47.246464,0.0,0.35341293,-0.0,1.5553833E-5
146.99977,2.0,47.281807,0.0,0.3534161,-0.0,1.4045835E-5
147.09978,2.0,47.317146,0.0,0.35340893,-0.0,1.372993E-5
147.19978,2.0,47.352486,0.0,0.3534063,-0.0,1.4445186E-5
147.29979,2.0,47.38783,0.0,0.35342515,-0.0,1.4707446E-5
147.3998,2.0,47.423172,0.0,0.35341933,-0.0,1.282394E-5
147.4998,2.0,47.458515,0.0,0.35343364,-0.0,1.3405085E-5
147.59981,2.0,47.49386,0.0,0.3534304,-0.0,1.1974574E-5
147.69981,2.0,47.5292,0.0,0.35343108,-0.0,1.2299419E-5
147.79982,2.0,47.564545,0.0,0.35343277,-0.0,1.2230873E-5
147.89983,2.0,47.599888,0.0,0.35343334,-0.0,1.2061E-5
147.99983,2.0,47.63523,0.0,0.35342547,-0.0,1.2004376E-5
148.09984,2.0,47.670574,0.0,0.353426,-0.0,1.2791157E-5
148.19984,2.0,47.705917,0.0,0.3534227,-0.0,1.2737512E-5
148.29985,2.0,47.74126,0.0,0.35342893,-0.0,1.3068318E-5
148.39986,2.0,47.776604,0.0,0.35343283,-0.0,1.244545E-5
148.49986,2.0,47.811947,0.0,0.35343558,-0.0,1.2055039E-5
148.59987,2.0,47.84729,0.0,0.35343534,-0.0,1.1780859E-5
148.69987,2.0,47.882633,0.0,0.35343722,-0.0,1.18047E-5
148.79988,2.0,47.91798,0.0,0.35345274,-0.0,1.1616946E-5
148.89989,2.0,47.953327,0.0,0.3534644,-0.0,1.0064245E-5
148.9999,2.0,47.988674,0.0,0.35345984,-0.0,8.898974E-6
149.0999,2.0,48.02402,0.0,0.35346806,-0.0,9.354949E-6
149.1999,2.0,48.05937,0.0,0.35346913,-0.0,8.532405E-6
149.29991,2.0,48.094715,0.0,0.35348174,-0.0,8.425117E-6
149.39992,2.0,48.130062,0.0,0.3534774,-0.0,7.1644786E-6
149.49992,2.0,48.16541,0.0,0.35347134,-0.0,7.599592E-6
149.59993,2.0,48.200756,0.0,0.35348225,-0.0,8.20458E-6
149.69994,2.0,48.236107,0.0,0.35349414,-0.0,7.1138143E-6
149.79994,2.0,48.271458,0.0,0.35351112,-0.0,5.924702E-6
149.89995,2.0,48.30681,0.0,0.35350484,-0.0,4.2259694E-6
149.99995,2.0,48.34216,0.0,0.3535114,-0.0,4.8547986E-6
150.09996,2.0,48.37751,0.0,0.35351846,-0.0,4.1991475E-6
150.19997,2.0,48.41286,0.0,0.35351297,-0.0,3.4928323E-6
150.29997,2.0,48.44821,0.0,0.35351908,-0.0,4.041195E-6
150.39998,2.0,48.483562,0.0,0.3535223,-0.0,3.4302473E-6
150.49998,2.0,48.518913,0.0,0.35351884,-0.0,3.1083823E-6
150.59999,2.0,48.554268,0.0,0.35353446,-0.0,3.4540892E-6
150.7,2.0,48.58962,0.0,0.353517,-0.0,1.8924475E-6
150.8,2.0,48.62497,0.0,0.35352597,-0.0,3.6388635E-6
150.90001,2.0,48.66032,0.0,0.35352337,-0.0,2.7418137E-6
151.00002,2.0,48.69567,0.0,0.3535109,-0.0,3.001094E-6
151.10002,2.0,48.73102,0.0,0.35351133,-0.0,4.2498114E-6
151.20003,2.0,48.766373,0.0,0.35351375,-0.0,4.205108E-6
151.30003,2.0,48.801723,0.0,0.35352358,-0.0,3.963709E-6
151.40004,2.0,48.837074,0.0,0.3535068,-0.0,2.9802322E-6
151.50005,2.0,48.872425,0.0,0.35351983,-0.0,4.658103E-6
151.60005,2.0,48.907776,0.0,0.35351372,-0.0,3.3557415E-6
151.70006,2.0,48.943127,0.0,0.35351202,-0.0,3.9666893E-6
151.80006,2.0,48.97848,0.0,0.35352945,-0.0,4.1365624E-6
151.90007,2.0,49.013836,0.0,0.35353985,-0.0,2.3931266E-6
152.00008,2.0,49.04919,0.0,0.35354772,-0.0,1.3530255E-6
152.10008,2.0,49.084545,0.0,0.3535543,-0.0,5.662441E-7
152.20009,2.0,49.1199,0.0,0.35354888,-0.0,-9.2387204E-8
152.3001,2.0,49.155254,0.0,0.3535281,-0.0,4.5001508E-7
152.4001,2.0,49.19061,0.0,0.35353622,-0.0,2.527237E-6
152.5001,2.0,49.225964,0.0,0.3535316,-0.0,1.7166138E-6
152.60011,2.0,49.26132,0.0,0.35354125,-0.0,2.1785497E-6
152.70012,2.0,49.296677,0.0,0.35356772,-0.0,1.2129545E-6
152.80013,2.0,49.33203,0.0,0.35356137,-0.0,-1.4334918E-6
152.90013,2.0,49.367386,0.0,0.35355318,-0.0,-7.987023E-7
153.00014,2.0,49.40274,0.0,0.35355887,-0.0,2.0861625E-8
153.10014,2.0,49.4381,0.0,0.35357007,-0.0,-5.483627E-7
153.20015,2.0,49.473454,0.0,0.35355717,-0.0,-1.66893E-6
153.30016,2.0,49.50881,0.0,0.35354987,-0.0,-3.784895E-7
153.40016,2.0,49.544163,0.0,0.35355783,-0.0,3.516674E-7
153.50017,2.0,49.579517,0.0,0.35353625,-0.0,-4.4405462E-7
153.60017,2.0,49.614872,0.0,0.3535411,-0.0,1.7136335E-6
153.70018,2.0,49.650227,0.0,0.35354975,-0.0,1.2278557E-6
153.80019,2.0,49.68558,0.0,0.353545,-0.0,3.6358833E-7
153.90019,2.0,49.720936,0.0,0.3535339,-0.0,8.3744527E-7
154.0002,2.0,49.75629,0.0,0.35355282,-0.0,1.949072E-6
154.1002,2.0,49.791645,0.0,0.3535433,-0.0,5.6624412E-8
154.20021,2.0,49.827,0.0,0.3535481,-0.0,1.0073185E-6
154.30022,2.0,49.862354,0.0,0.35356465,-0.0,5.2750113E-7
154.40022,2.0,49.89771,0.0,0.3535589,-0.0,-1.1265278E-6
154.50023,2.0,49.933067,0.0,0.3535672,-0.0,-5.5134296E-7
154.60023,2.0,49.968426,0.0,0.35356534,-0.0,-1.3828278E-6
154.70024,2.0,50.00378,0.0,0.3535415,-0.0,-1.1950732E-6
154.80025,2.0,50.039135,0.0,0.3535427,-0.0,1.1891127E-6
154.90025,2.0,50.07449,0.0,0.35353684,-0.0,1.0699034E-6
155.00026,2.0,50.109844,0.0,0.3535389,-0.0,1.6540289E-6
155.10027,2.0,50.1452,0.0,0.353547,-0.0,1.4483929E-6
155.20027,2.0,50.180553,0.0,0.35354346,-0.0,6.377697E-7
155.30028,2.0,50.215908,0.0,0.3535456,-0.0,9.924173E-7
155.40028,2.0,50.251263,0.0,0.35353956,-0.0,7.778406E-7
155.50029,2.0,50.286617,0.0,0.35354513,-0.0,1.3828278E-6
155.6003,2.0,50.32197,0.0,0.35355777,-0.0,8.2552435E-7
155.7003,2.0,50.35733,0.0,0.3535765,-0.0,-4.3809413E-7
155.80031,2.0,50.39269,0.0,0.35357276,-0.0,-2.3126602E-6
155.90031,2.0,50.428047,0.0,0.35357726,-0.0,-1.937151E-6
156.00032,2.0,50.463406,0.0,0.35357636,-0.0,-2.387166E-6
156.10033,2.0,50.498764,0.0,0.3535775,-0.0,-2.297759E-6
