1.46365632E8,2.1773308E7,0.0,2354.4583,-15835.523,0.0,-1.7177514,-0.2237429,0.0
1.45847456E8,2.48368E7,0.0,2686.7568,-15784.156,0.0,-1.7133511,-0.25985375,0.0
1.45847456E8,2.48368E7,0.0,2686.7568,-15784.156,0.0,-1.7133511,-0.25985375,0.0
5.6097528E7,1.32203408E8,0.0,14959.159,-6348.468,0.0,-0.75040156,-1.6790656,0.0
-5.1426352E7,1.30746048E8,0.0,15289.491,6013.541,0.0,0.66815686,-1.8017172,0.0
-6.7107444E7,1.22875344E8,0.0,14444.532,7888.6436,0.0,0.8938474,-1.7162795,0.0
9.4888704E7,1.09570416E8,0.0,12227.132,-10590.162,0.0,-1.2072634,-1.3424214,0.0
1.29140616E8,6.9083904E7,0.0,7589.6504,-14190.035,0.0,-1.5743879,-0.8052502,0.0
1.04336128E8,1.0109108E8,0.0,11242.347,-11604.733,0.0,-1.3138567,-1.226299,0.0
7.7201744E7,1.21880848E8,0.0,13696.288,-8676.593,0.0,-1.0039724,-1.520795,0.0
-4.0219192E7,1.3492376E8,0.0,15728.59,4688.1777,0.0,0.5106784,-1.844191,0.0
-4.0219192E7,1.3492376E8,0.0,15728.59,4688.1777,0.0,0.5106784,-1.844191,0.0
-5.6614572E7,1.283656E8,0.0,15043.254,6634.463,0.0,0.7428425,-1.7781855,0.0
-1.10593632E8,8.3084168E7,0.0,9945.211,13238.514,0.0,1.5607334,-1.2223068,0.0
-1.35308E8,1.7792118E7,0.0,2172.557,16527.807,0.0,2.0133433,-0.30683744,0.0
-5.2777448E7,-1.20882544E8,0.0,-15540.751,6783.4487,0.0,0.9152448,1.9787755,0.0
-2.1385036E7,-1.29297256E8,0.0,-16783.818,2774.3342,0.0,0.40774238,2.1705236,0.0
9.7549032E7,-8.2467024E7,0.0,-11123.505,-13160.182,0.0,-1.7408801,1.5406184,0.0
2.988489E7,1.18066352E8,0.0,17107.96,-4330.4595,0.0,-0.68758416,-2.4630852,0.0
-3.0229764E7,1.16571096E8,0.0,17179.002,4454.2705,0.0,0.5937425,-2.5471845,0.0
1.2358732E8,1.9396614E7,0.0,2700.8364,-17201.637,0.0,-2.4025152,-0.3197754,0.0
-3.1727866E7,-1.27390776E8,0.0,-16493.258,4106.174,0.0,0.5781445,2.1235101,0.0
-9.8985456E7,9.7433672E7,0.0,11591.529,11776.265,0.0,1.3734568,-1.4069936,0.0
6.7768016E7,-1.09533272E8,0.0,-14591.879,-9029.881,0.0,-1.1591915,1.9707302,0.0
